City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
331,presidente epitacio,-21.7633,-52.1156,295.62,92,100,1.83,BR,1705824475
332,paraiso,9.8383,-83.8656,292.63,93,50,2.07,CR,1705824484
333,kresttsy,58.2452,32.5165,251.33,100,100,1.16,RU,1705824709
334,laguna,38.421,-121.4238,285.24,94,100,4.12,US,1705824124
335,san miguel,13.4833,-88.1833,296.81,68,26,1.6,SV,1705824709
336,velyka oleksandrivka,47.3197,33.3037,272.12,85,100,5.72,UA,1705824710
337,ulaangom,49.9811,92.0667,246.52,95,94,1.18,MN,1705824710
338,carnarvon,-24.8667,113.6333,301.04,64,10,12.29,AU,1705824700
339,trincomalee,8.5711,81.2335,300.07,75,7,4.04,LK,1705824711
340,uray,60.1247,64.7758,269.75,95,100,4.92,RU,1705824702
341,zaragoza,41.6561,-0.8773,274.27,76,0,2.24,ES,1705824711
342,hammerfest,70.6634,23.6821,264.4,86,100,0.0,NO,1705824711
343,douz,33.4663,9.0203,286.9,77,91,7.11,TN,1705824712
344,correntina,-13.3433,-44.6367,295.11,81,100,1.57,BR,1705824712
345,rudbar,30.15,62.6,289.96,22,100,0.32,AF,1705824712
346,beyneu,45.3167,55.2,274.95,70,100,8.85,KZ,1705824713
347,tasqala,51.1167,50.3167,270.98,97,100,5.88,KZ,1705824713
348,saudarkrokur,65.7461,-19.6394,268.26,95,100,1.4,IS,1705824714
349,rongelap,11.1635,166.8941,299.66,78,92,10.01,MH,1705824630
350,lagos,6.5833,3.75,300.67,76,4,1.63,NG,1705824569
351,tikhoretsk,45.8547,40.1253,271.65,90,100,2.59,RU,1705824715
352,trinidad,-14.8333,-64.9,297.57,92,100,1.51,BO,1705824715
353,san antonio de pale,-1.4014,5.6325,300.38,78,18,1.72,GQ,1705824638
354,great falls,47.5002,-111.3008,280.05,65,100,7.2,US,1705824716
355,mawlaik,23.6333,94.4167,300.7,25,8,1.0,MM,1705824716
356,dunkwa,5.9656,-1.78,299.72,85,31,0.85,GH,1705824717
357,adigrat,14.277,39.462,289.37,53,97,1.43,ET,1705824717
358,college,64.8569,-147.8028,250.14,64,0,3.6,US,1705824534
359,gaiman,-43.2897,-65.4929,289.12,67,0,2.21,AR,1705824718
360,aldinga beach,-35.2793,138.4604,298.39,60,0,7.89,AU,1705824718
361,crucecita,-28.95,-58.9833,292.72,90,0,3.23,AR,1705824718
362,sikonge,-5.6333,32.7667,292.08,94,100,3.14,TZ,1705824719
